1440,900,,
254.4113464,284.9732666,2.256886125,6221
251.5201263,283.5347748,2.236660957,6231
252.8169556,279.6517029,2.172061841,6241
253.4668274,280.698288,2.274946332,6251
256.1962814,278.8311844,2.196952522,6271
256.1519216,280.1142069,2.184021513,6281
256.5133514,278.8062592,2.317376375,6291
256.1613617,279.1076813,2.198400855,6301
254.8216553,279.546224,2.175194502,6311
256.0477498,277.4409892,2.158453941,6321
280.6527405,277.1555176,2.30762434,6331
419.7308502,312.1732941,2.197247446,6341
603.2015991,365.1655426,2.352310419,6351
753.9411825,386.0097961,2.24666357,6361
847.1051636,388.2067261,2.30750525,6371
851.0093689,395.8079529,2.286529422,6381
863.5612488,389.3585815,2.167653322,6391
881.8563232,394.5738068,2.283578753,6401
881.3996785,396.309845,2.234417995,6411
878.0802002,396.2012634,2.305432677,6421
876.3949585,391.0166423,2.237474998,6431
880.3801575,389.9029083,2.296232104,6441
874.8971252,395.3281403,2.238578558,6451
875.6396688,397.7587891,2.231463512,6461
875.758138,394.4467367,2.228111506,6471
871.7532959,397.5579834,2.197566152,6481
870.2936401,395.0250041,2.203834216,6491
869.7608032,396.8806152,2.281264305,6501
870.6445719,393.8639323,2.206031322,6511
868.01828,397.3299103,2.254989505,6521
870.7524414,399.1052653,2.20752883,6531
870.9271545,399.7550812,2.243287563,6541
846.6470337,391.6465352,2.183967034,6551
795.3899841,380.4632416,2.280262113,6561
779.0440369,380.4546509,2.24839592,6571
768.531779,376.2917175,2.241406997,6581
762.9649048,377.0504303,2.236246586,6591
764.3254395,374.6128947,2.200332562,6601
758.2632446,377.2973022,2.241532445,6611
751.3077393,380.8526001,2.238106251,6621
747.9124756,380.8349508,2.214192947,6631
748.9913127,378.3924255,2.194581191,6641
748.9645996,381.4795227,2.23652792,6651
753.1922201,378.1596781,2.165612459,6661
751.5689392,378.4007111,2.194259167,6671
754.0025635,379.6799723,2.208154917,6681
755.2744751,378.8310242,2.224329114,6691
756.0857544,377.7580566,2.10855341,6701
757.1955566,375.9184799,2.237671852,6711
755.5504456,379.6708527,2.240296841,6721
753.0875854,378.1703491,2.150705655,6731
758.342804,374.3882141,2.233951569,6741
755.3726807,377.5629425,2.168861508,6751
756.5145671,377.6201172,2.178983291,6761
755.8743286,377.1842957,2.194655021,6771
758.0802612,376.2854004,2.246186018,6781
752.0964559,376.5261129,2.185470104,6791
757.4796753,378.4521484,2.233578086,6801
757.9962565,377.8603516,2.193967501,6811
757.0742493,376.8388062,2.196986556,6821
756.0152588,378.5861511,2.195217292,6831
755.4848022,376.9947357,2.188950062,6841
750.4060465,381.139384,2.136576653,6851
756.9212036,380.2239532,2.205986977,6861
749.5201823,382.3038534,2.159395774,6871
743.5390015,381.8706665,2.250008821,6881
746.0576172,376.804245,2.147005022,6891
748.434845,376.6776276,2.237387419,6901
835.5062256,363.0377197,2.133155902,6911
972.0772705,345.429718,2.183787823,6921
1117.818685,314.4004924,2.140831629,6931
1257.699056,281.130188,2.047427773,6941
1278.949463,275.0495605,2.062740326,6951
1276.339661,279.2703247,2.065268427,6961
1284.114319,278.3917694,2.116343141,6971
1291.841634,277.9396362,2.042200923,6981
1292.327759,276.7951508,2.099067807,6991
1287.688354,278.3461711,2.074180841,7001
1288.35791,277.2819214,2.126938462,7011
1285.542358,284.9555511,2.084097505,7021
1286.714437,284.0846965,2.079171499,7031
1287.703552,281.715332,2.036466897,7041
1288.619792,283.3445129,2.046471874,7051
1286.917419,283.5333099,2.069780588,7061
1287.689819,284.8565369,1.961400747,7071
1286.24467,285.135732,2.07577618,7081
1295.533651,280.3540751,2.00620838,7091
1336.1203,261.1636276,2.070643306,7101
1352.210205,256.206014,2.00876987,7111
1360.025391,250.0319977,2.091357827,7121
1359.432129,251.2547836,2.088523746,7131
1364.291504,246.7672195,2.036246359,7141
1368.329183,246.4586436,2.057142973,7151
1372.695923,242.1690598,2.083055019,7161
1365.138306,251.2918549,2.024353504,7171
1368.351624,250.7508621,2.086506009,7181
1374.278158,246.7386882,2.011880636,7191
1378.557739,244.2938995,2.077554703,7201
1378.679443,243.2801361,2.070854664,7211
1381.981934,244.0987549,2.040891171,7221
1381.483948,245.7115555,2.095852733,7231
1379.390747,250.3667247,2.009573579,7241
1378.909668,251.9398193,2.033860683,7251
1378.768636,250.2096812,1.994550149,7261
1379.573547,248.9343491,2.083173752,7271
1386.521281,245.3491007,1.970177134,7281
1384.625732,245.1333694,2.061210275,7291
1386.214355,241.6062113,1.999388496,7301
1384.885437,240.9125671,2.013790667,7311
1383.377441,241.0302429,1.920017838,7321
